id	sampleA	sampleB	baseMeanA	baseMeanB	log2FC	pval	padj	sig
LOC100824036	KOZ1C	KOZ1T	45.35275462859072	38.07749097594932	0.24474790538578262	0.5665497728057504	0.9999258991348372	notDE
LOC100824037	KOZ1C	KOZ1T	27.175944576193007	32.860522583334	-0.27916633797744056	0.5390813336138435	0.9999258991348372	notDE
LOC100824039	KOZ1C	KOZ1T	2874.4792428954024	3200.368294085766	-0.15503362077241847	0.5452884800753853	0.9999258991348372	notDE
LOC100824041	KOZ1C	KOZ1T	48.11494928740756	45.239392025258866	0.08189843393262673	0.852128093340357	0.9999258991348372	notDE
LOC100824044	KOZ1C	KOZ1T	26.200622349000604	22.938651359355042	0.19433947607630056	0.6643703504916392	0.9999258991348372	notDE
LOC100824046	KOZ1C	KOZ1T	170.2412519396939	171.70707586223892	-0.012945089512172653	0.9511646132262855	0.9999258991348372	notDE
LOC100824047	KOZ1C	KOZ1T	29.208406566018823	22.742736666816352	0.37078971606332983	0.6177293356380564	0.9999258991348372	notDE
LOC100824049	KOZ1C	KOZ1T	11.9048472575537	9.82773099168468	0.2836946826704544	0.7207558222655513	0.9999258991348372	notDE
LOC100824050	KOZ1C	KOZ1T	920.6360633023937	908.8287735568966	0.019458624559784025	0.9573150129567563	0.9999258991348372	notDE
LOC100824051	KOZ1C	KOZ1T	1750.7472850461832	1782.676634781528	-0.026727033240579928	0.8639110739348907	0.9999258991348372	notDE
LOC100824052	KOZ1C	KOZ1T	102.55099862426273	86.56313758496373	0.240216440117274	0.49245722739209413	0.9999258991348372	notDE
LOC100824053	KOZ1C	KOZ1T	168.09594391751168	205.49678496357754	-0.28692080395970165	0.5997428735111252	0.9999258991348372	notDE
LOC100824054	KOZ1C	KOZ1T	2246.6234496780444	2489.3105745154025	-0.14851210190105005	0.49939456330178816	0.9999258991348372	notDE
LOC100824055	KOZ1C	KOZ1T	29.7463762587327	26.935338864999927	0.1465834192397417	0.7856910326816892	0.9999258991348372	notDE
LOC100824056	KOZ1C	KOZ1T	57.04265411701861	110.85237466331701	-0.9543033137222113	0.04739408408498629	0.9454978935477982	notDE
LOC100824057	KOZ1C	KOZ1T	28.478907563722753	28.176542703974093	0.026615750808304906	0.9595590308906392	0.9999258991348372	notDE
LOC100824058	KOZ1C	KOZ1T	121.95097653124449	112.35294116318127	0.12273957017222425	0.7702781365734208	0.9999258991348372	notDE
LOC100824059	KOZ1C	KOZ1T	337.1202139684784	285.59682047326663	0.23732059315231202	0.21257318090656047	0.9999258991348372	notDE
LOC100824060	KOZ1C	KOZ1T	16.988461714493866	17.98438287943148	-0.07659182816273631	0.8964231463181929	0.9999258991348372	notDE
LOC100824061	KOZ1C	KOZ1T	140.79344581059496	140.1422320702331	0.0038907256312323097	0.9860844581925287	0.9999258991348372	notDE
LOC100824063	KOZ1C	KOZ1T	798.4760468834327	734.0283593591286	0.12251490748918695	0.38432156310240834	0.9999258991348372	notDE
LOC100824064	KOZ1C	KOZ1T	52.01999493316805	21.388650267611382	1.2895096911974728	0.110607286558916	0.9999258991348372	notDE
LOC100824065	KOZ1C	KOZ1T	3.1878258896259544	5.245851724654034	-0.7245747785045439	0.6944619595647032	0.9999258991348372	notDE
LOC100824066	KOZ1C	KOZ1T	33.726598200689594	30.71490811409573	0.13374572605855312	0.7435048257856705	0.9999258991348372	notDE
