AGL6	0
BDG1	0
CAD5	3542
CBF2	0
CBF3	3
CBF4	11
CBF5	0
CBF7	10
CBL2	787
LOC100820831	125
LOC100820833	208
LOC100820835	756
LOC100820836	16
LOC100820837	5
LOC100820838	1271
LOC100820840	468
LOC100820841	34
LOC100820842	511
LOC100820843	436
LOC100820844	447
LOC100820845	922
LOC100820846	205
LOC100820847	208
LOC100820848	455
LOC100820849	2
LOC100820850	32
LOC100820851	746
LOC100820852	50
LOC100820853	263
LOC100820854	0
LOC100820856	94
LOC100820857	9
LOC100820859	107
LOC100820860	1627
LOC100820861	0
LOC100820863	132
LOC100820864	1566
LOC100820865	252
LOC100820866	4
LOC100820867	3
LOC100820868	31
LOC100820870	48
LOC100820871	135
LOC100820872	1525
LOC100820873	342
LOC100820874	673
LOC100820876	70
LOC100820878	790
LOC100820879	75
LOC100820881	15
LOC100820882	218
LOC100820883	353
LOC100820884	0
LOC100820885	383
LOC100820886	907
LOC100820887	197
LOC100820888	302
LOC100820889	65
LOC100820890	0
LOC100820891	12
LOC100820892	0
LOC100820894	972
LOC100820895	0
LOC100820897	305
LOC100820898	0
LOC100820899	369
LOC100820900	1312
LOC100820901	160
LOC100820902	209
LOC100820903	697
LOC100820904	51
LOC100820905	99
LOC100820906	1092
LOC100820907	1757
LOC100820908	373
LOC100820909	0
LOC100820910	0
LOC100820912	0
LOC100820913	56
LOC100820914	7533
LOC100820915	515
LOC100820916	67
LOC100820918	4
LOC100820919	21
LOC100820920	71
LOC100820921	77
LOC100820922	7
LOC100820923	3
LOC100820924	427
LOC100820925	386
LOC100820926	2
LOC100820927	221
LOC100820928	945
LOC100820929	578
LOC100820930	886
LOC100820931	237
LOC100820932	78
LOC100820933	0
LOC100820934	6
LOC100820935	16
LOC100820937	72
LOC100820938	1574
LOC100820939	0
LOC100820941	0
LOC100820942	8
LOC100820943	685
LOC100820944	34
LOC100820945	1
LOC100820946	6
LOC100820947	110
LOC100820948	135
LOC100820949	999
LOC100820950	15
LOC100820951	377
LOC100820952	1024
LOC100820954	439
LOC100820955	601
LOC100820956	510
LOC100820958	172
LOC100820959	121
LOC100820960	399
LOC100820961	194
LOC100820962	54
LOC100820963	94
LOC100820964	1678
LOC100820965	22
LOC100820966	453
LOC100820967	221
LOC100820968	7159
LOC100820969	486
LOC100820970	472
LOC100820972	0
LOC100820974	0
LOC100820976	5
LOC100820977	18
LOC100820978	302
LOC100820979	4
LOC100820980	1080
LOC100820981	422
LOC100820982	605
LOC100820983	650
LOC100820984	155
LOC100820985	314
LOC100820986	304
LOC100820987	187
LOC100820988	0
LOC100820989	17
LOC100820990	1256
LOC100820991	329
LOC100820995	48
LOC100820997	0
LOC100820998	135
LOC100820999	156
LOC100821000	271
LOC100821001	106
LOC100821002	3819
LOC100821003	613
LOC100821004	10849
LOC100821005	754
LOC100821006	175
LOC100821007	1854
LOC100821008	541
LOC100821009	6049
