AGL6	0
BDG1	0
CAD5	203
CBF2	0
CBF3	9
CBF4	9
CBF5	0
CBF7	12
CBL2	510
LOC100820831	100
LOC100820833	274
LOC100820835	670
LOC100820836	9
LOC100820837	8
LOC100820838	970
LOC100820840	504
LOC100820841	27
LOC100820842	49
LOC100820843	203
LOC100820844	321
LOC100820845	856
LOC100820846	149
LOC100820847	191
LOC100820848	393
LOC100820849	4
LOC100820850	25
LOC100820851	447
LOC100820852	52
LOC100820853	185
LOC100820854	0
LOC100820856	77
LOC100820857	0
LOC100820859	66
LOC100820860	1283
LOC100820861	0
LOC100820863	147
LOC100820864	1006
LOC100820865	14
LOC100820866	3
LOC100820867	0
LOC100820868	31
LOC100820870	22
LOC100820871	84
LOC100820872	1516
LOC100820873	223
LOC100820874	785
LOC100820876	55
LOC100820878	479
LOC100820879	51
LOC100820881	30
LOC100820882	184
LOC100820883	293
LOC100820884	0
LOC100820885	213
LOC100820886	246
LOC100820887	136
LOC100820888	321
LOC100820889	36
LOC100820890	0
LOC100820891	17
LOC100820892	0
LOC100820894	309
LOC100820895	1
LOC100820897	177
LOC100820898	0
LOC100820899	274
LOC100820900	1040
LOC100820901	127
LOC100820902	86
LOC100820903	390
LOC100820904	115
LOC100820905	3
LOC100820906	737
LOC100820907	1956
LOC100820908	298
LOC100820909	0
LOC100820910	0
LOC100820912	0
LOC100820913	29
LOC100820914	250
LOC100820915	294
LOC100820916	53
LOC100820918	2
LOC100820919	1
LOC100820920	90
LOC100820921	57
LOC100820922	1
LOC100820923	2
LOC100820924	296
LOC100820925	273
LOC100820926	6
LOC100820927	69
LOC100820928	724
LOC100820929	498
LOC100820930	287
LOC100820931	103
LOC100820932	26
LOC100820933	0
LOC100820934	9
LOC100820935	9
LOC100820937	44
LOC100820938	252
LOC100820939	2
LOC100820941	1
LOC100820942	24
LOC100820943	258
LOC100820944	51
LOC100820945	0
LOC100820946	7
LOC100820947	64
LOC100820948	112
LOC100820949	1001
LOC100820950	7
LOC100820951	207
LOC100820952	614
LOC100820954	365
LOC100820955	413
LOC100820956	315
LOC100820958	97
LOC100820959	92
LOC100820960	501
LOC100820961	470
LOC100820962	66
LOC100820963	47
LOC100820964	346
LOC100820965	21
LOC100820966	154
LOC100820967	536
LOC100820968	11671
LOC100820969	410
LOC100820970	364
LOC100820972	0
LOC100820974	0
LOC100820976	9
LOC100820977	12
LOC100820978	290
LOC100820979	0
LOC100820980	648
LOC100820981	231
LOC100820982	420
LOC100820983	381
LOC100820984	143
LOC100820985	192
LOC100820986	274
LOC100820987	107
LOC100820988	0
LOC100820989	10
LOC100820990	1899
LOC100820991	207
LOC100820995	43
LOC100820997	0
LOC100820998	74
LOC100820999	50
LOC100821000	207
LOC100821001	40
LOC100821002	2239
LOC100821003	487
LOC100821004	18607
LOC100821005	1101
LOC100821006	102
LOC100821007	4221
LOC100821008	368
LOC100821009	7279
LOC100821010	240
