AGL6	0
BDG1	1
CAD5	290
CBF2	0
CBF3	29
CBF4	22
CBF5	0
CBF7	10
CBL2	468
LOC100820831	113
LOC100820833	268
LOC100820835	671
LOC100820836	5
LOC100820837	13
LOC100820838	1262
LOC100820840	442
LOC100820841	38
LOC100820842	33
LOC100820843	240
LOC100820844	282
LOC100820845	892
LOC100820846	124
LOC100820847	174
LOC100820848	383
LOC100820849	0
LOC100820850	27
LOC100820851	397
LOC100820852	62
LOC100820853	228
LOC100820854	0
LOC100820856	91
LOC100820857	0
LOC100820859	49
LOC100820860	1335
LOC100820861	0
LOC100820863	173
LOC100820864	1001
LOC100820865	3
LOC100820866	2
LOC100820867	0
LOC100820868	272
LOC100820870	23
LOC100820871	80
LOC100820872	1623
LOC100820873	230
LOC100820874	772
LOC100820876	39
LOC100820878	525
LOC100820879	90
LOC100820881	32
LOC100820882	131
LOC100820883	227
LOC100820884	2
LOC100820885	190
LOC100820886	218
LOC100820887	110
LOC100820888	265
LOC100820889	24
LOC100820890	0
LOC100820891	9
LOC100820892	2
LOC100820894	306
LOC100820895	2
LOC100820897	246
LOC100820898	0
LOC100820899	358
LOC100820900	887
LOC100820901	137
LOC100820902	98
LOC100820903	336
LOC100820904	138
LOC100820905	0
LOC100820906	717
LOC100820907	2091
LOC100820908	330
LOC100820909	0
LOC100820910	0
LOC100820912	0
LOC100820913	41
LOC100820914	97
LOC100820915	340
LOC100820916	51
LOC100820918	3
LOC100820919	4
LOC100820920	89
LOC100820921	49
LOC100820922	2
LOC100820923	0
LOC100820924	365
LOC100820925	331
LOC100820926	3
LOC100820927	93
LOC100820928	783
LOC100820929	540
LOC100820930	357
LOC100820931	79
LOC100820932	46
LOC100820933	0
LOC100820934	7
LOC100820935	24
LOC100820937	47
LOC100820938	294
LOC100820939	0
LOC100820941	0
LOC100820942	22
LOC100820943	249
LOC100820944	52
LOC100820945	0
LOC100820946	0
LOC100820947	65
LOC100820948	78
LOC100820949	879
LOC100820950	4
LOC100820951	159
LOC100820952	658
LOC100820954	378
LOC100820955	481
LOC100820956	331
LOC100820958	101
LOC100820959	83
LOC100820960	412
LOC100820961	466
LOC100820962	55
LOC100820963	68
LOC100820964	433
LOC100820965	12
LOC100820966	129
LOC100820967	458
LOC100820968	9515
LOC100820969	432
LOC100820970	389
LOC100820972	0
LOC100820974	1
LOC100820976	25
LOC100820977	7
LOC100820978	223
LOC100820979	0
LOC100820980	721
LOC100820981	268
LOC100820982	529
LOC100820983	340
LOC100820984	134
LOC100820985	245
LOC100820986	350
LOC100820987	104
LOC100820988	1
LOC100820989	23
LOC100820990	1858
LOC100820991	212
LOC100820995	5
LOC100820997	0
LOC100820998	58
LOC100820999	69
LOC100821000	193
LOC100821001	62
LOC100821002	2393
LOC100821003	408
LOC100821004	18833
LOC100821005	1117
LOC100821006	126
LOC100821007	3993
LOC100821008	352
LOC100821009	6924
LOC100821010	238
LOC100821012	60
LOC100821013	2
LOC100821014	50
LOC100821016	5
LOC100821017	0
LOC100821018	94
LOC100821019	570
LOC100821020	2
LOC100821021	458
LOC100821022	260
LOC100821024	151
LOC100821025	120
LOC100821026	405
LOC100821027	0
LOC100821028	4
LOC100821029	384
LOC100821030	295
LOC100821031	1117
LOC100821032	0
LOC100821033	0
LOC100821034	0
LOC100821035	0
LOC100821037	28
LOC100821038	77
LOC100821039	75
LOC100821040	65
LOC100821041	367
LOC100821042	74
LOC100821043	12
LOC100821044	190
