AGL6	1
BDG1	0
CAD5	385
CBF2	0
CBF3	0
CBF4	2
CBF5	0
CBF7	16
CBL2	629
LOC100820831	128
LOC100820833	218
LOC100820835	677
LOC100820836	6
LOC100820837	15
LOC100820838	929
LOC100820840	435
LOC100820841	85
LOC100820842	38
LOC100820843	201
LOC100820844	283
LOC100820845	1072
LOC100820846	120
LOC100820847	220
LOC100820848	407
LOC100820849	9
LOC100820850	10
LOC100820851	411
LOC100820852	38
LOC100820853	175
LOC100820854	2
LOC100820856	66
LOC100820857	53
LOC100820859	58
LOC100820860	1256
LOC100820861	0
LOC100820863	138
LOC100820864	1099
LOC100820865	2
LOC100820866	0
LOC100820867	2
LOC100820868	552
LOC100820870	38
LOC100820871	90
LOC100820872	1481
LOC100820873	159
LOC100820874	512
LOC100820876	29
LOC100820878	500
LOC100820879	103
LOC100820881	29
LOC100820882	177
LOC100820883	236
LOC100820884	0
LOC100820885	622
LOC100820886	271
LOC100820887	105
LOC100820888	376
LOC100820889	42
LOC100820890	0
LOC100820891	21
LOC100820892	0
LOC100820894	301
LOC100820895	25
LOC100820897	227
LOC100820898	0
LOC100820899	203
LOC100820900	1153
LOC100820901	257
LOC100820902	132
LOC100820903	355
LOC100820904	243
LOC100820905	0
LOC100820906	813
LOC100820907	1733
LOC100820908	321
LOC100820909	0
LOC100820910	0
LOC100820912	0
LOC100820913	52
LOC100820914	82
LOC100820915	344
LOC100820916	96
LOC100820918	0
LOC100820919	1
LOC100820920	123
LOC100820921	27
LOC100820922	2
LOC100820923	2
LOC100820924	328
LOC100820925	324
LOC100820926	50
LOC100820927	57
LOC100820928	835
LOC100820929	586
LOC100820930	614
LOC100820931	141
LOC100820932	69
LOC100820933	0
LOC100820934	18
LOC100820935	37
LOC100820937	38
LOC100820938	402
LOC100820939	0
LOC100820941	0
LOC100820942	51
LOC100820943	370
LOC100820944	26
LOC100820945	9
LOC100820946	2
LOC100820947	59
LOC100820948	147
LOC100820949	899
LOC100820950	6
LOC100820951	207
LOC100820952	747
LOC100820954	313
LOC100820955	469
LOC100820956	424
LOC100820958	183
LOC100820959	76
LOC100820960	327
LOC100820961	424
LOC100820962	46
LOC100820963	64
LOC100820964	484
LOC100820965	15
LOC100820966	164
LOC100820967	449
LOC100820968	10840
LOC100820969	473
LOC100820970	431
LOC100820972	0
LOC100820974	0
LOC100820976	37
LOC100820977	12
LOC100820978	284
LOC100820979	5
LOC100820980	792
LOC100820981	374
LOC100820982	438
LOC100820983	429
LOC100820984	141
LOC100820985	227
LOC100820986	304
LOC100820987	126
LOC100820988	0
LOC100820989	10
LOC100820990	1553
LOC100820991	213
LOC100820995	14
LOC100820997	0
LOC100820998	166
LOC100820999	76
LOC100821000	273
LOC100821001	73
LOC100821002	2484
LOC100821003	466
LOC100821004	16810
LOC100821005	847
LOC100821006	180
LOC100821007	3982
LOC100821008	528
LOC100821009	6155
LOC100821010	236
LOC100821012	58
LOC100821013	41
LOC100821014	35
LOC100821016	15
LOC100821017	0
LOC100821018	103
LOC100821019	668
LOC100821020	15
LOC100821021	391
LOC100821022	276
LOC100821024	199
LOC100821025	131
LOC100821026	363
LOC100821027	0
LOC100821028	23
LOC100821029	214
LOC100821030	245
LOC100821031	1762
LOC100821032	0
LOC100821033	0
LOC100821034	1
LOC100821035	0
LOC100821037	56
LOC100821038	104
LOC100821039	78
LOC100821040	62
LOC100821041	368
LOC100821042	58
LOC100821043	16
LOC100821044	217
LOC100821045	1533
LOC100821046	98
LOC100821047	57
LOC100821048	74
LOC100821049	161
LOC100821050	27
LOC100821051	3597
LOC100821053	13
LOC100821054	21
LOC100821055	4
LOC100821056	2224
LOC100821058	21
LOC100821059	1091
LOC100821061	58
LOC100821062	8
LOC100821063	75
LOC100821064	179
LOC100821065	91
LOC100821066	27
LOC100821067	45
LOC100821068	195
LOC100821069	5
LOC100821070	130
LOC100821071	1198
LOC100821072	0
LOC100821073	134
LOC100821074	0
LOC100821076	1153
LOC100821078	64
LOC100821079	0
LOC100821080	36
LOC100821081	44
LOC100821082	12
LOC100821084	24
LOC100821085	8
LOC100821086	128
LOC100821087	303
LOC100821088	1296
LOC100821089	0
LOC100821090	48
LOC100821091	375
LOC100821092	2
LOC100821093	0
LOC100821094	21
LOC100821096	69
LOC100821099	3
LOC100821101	78
LOC100821102	966
LOC100821103	400
LOC100821104	5
LOC100821105	4416
